title,artwork_date,artist_name,birth_year,birth_year_key
Armchair,1946,Edward Wormley,1907,1907
Bell-47D1 Helicopter,1945,Arthur Young,1905,1905
BA Side Chair,1945,Ernest Race,1913,1913
Bubble Boy Speakers,1986,Tomoyuki Sugiyama,1954,1954
Table Lamp (model 170),1950,T. H. Robsjohn-Gibbings,1905,1905
Covered Storage Containers,1945,Erik Herløw,1913,1913
Encircling Net,1996,Nitto Seimo Co. Ltd.,1910,1910
Encircling Net,1996,company design,1926,1926
Jäkälä Vase,1950,Tapio Wirkkala,1915,1915
Communications Receiver (model S-40A),1947,Raymond Loewy Associates,1944,1944
Link Bench (model 656),1961,John Behringer,1939,1939
Eola Light,1992,Rodolfo Bretzel,1966,1966
Gun Turret Seat,1939,McDonnell Aircraft Corp.,1939,1939
Medicine Cabinet,1992,Thomas Eriksson,1959,1959
Cane,1983,Maria Benktzon,1946,1946
Cane,1983,Håkan Bergkvist,1946,1946
Cane,1983,Sven-Eric Juhlin,1940,1940
Cane,1983,Ergonomi Design Gruppen (now Veryday),1969,1969
Butterfly Stools,1956,Sori Yanagi,1915,1915
Omega Desk-Dining Table,1956,Hans Eichenberger,1926,1926
Promax Compact Hairdryer,1976,Morison S. Cousins,1934,1934
Promax Compact Hairdryer,1976,Michael Alan Cousins,1938,1938
Polaroid Sunglasses,1946,American Optical Corp.,1850,1850
Hanging Neck Watch,1976,Bruno Ninaber Van Eyben,1950,1950
Axe,1945,Collins Company,1826,1826
Crucible,1920,Coors Porcelain Co.,1910,1910
Outdoor Thermometer,1930,Swift & Anderson,1926,1926
Amazing Electric Violin,1989,David Bush,1948,1948
Amazing Electric Violin,1989,Brian Lepine,1952,1952
Amazing Electric Violin,1989,Michael Zimmerman,1956,1956
Revolving Armchair,1928,Charlotte Perriand,1903,1903
Photura Camera,1989,Canon,1947,1947
Child's cradle (model 1573),1895,Josef Kohn,1817,1817
Child's cradle (model 1573),1895,Jacob Kohn,1791,1791
Child's cradle (model 1573),1895,J. & J. Kohn,1867,1867
Water Flasks,1992,Kurt Zimmerli,1946,1946
Flower Bowl,1903,Rex (Reginald C.) Silver,1879,1879
Wind from the Cloud Wall Hanging,1992,Kyoko Kumai,1943,1943
Candy Jar,1900,Jurriaan Kok,1861,1861
Candy Jar,1900,Jacobus Lucas Verhoog,1878,1878
Beovox Cona Subwoofer Speaker,1988,David Lewis,1939,1939
Toothbrush Holder,1900,J. P. Kayser Sohn,1814,1814
Speakers (model YST-SD90),1989,Hiroaki Kozu,1959,1959
Form-2 Headphones,1984,Steve McGugan,1960,1960
Sauna Stool,1952,Antti Nurmesniemi,1927,1927
Flint Knives,1940,Ekco Products Co.,1888,1888
Joyeuse Knife,1936,Dean Pollock,1897,1897
Mantilla Casement Gauze,1948,Henning Watterston,1916,1916
Water Glasses,1946,Andries Dirk Copier,1901,1901
Grease Cup Spring,1920,American Steel & Wire Co.,1898,1898
Automobile Pistons,1924,Aluminum Company of America,1888,1888
Kandem Bedside Table Lamp,1928,Hin Bredendieck,1904,1904
Cross-Cut Saw,1934,Henry Disston & Sons,1840,1840
Luisa Armchair,1951,Franco Albini,1905,1905
Gyro Chair,1968,Eero Aarnio,1932,1932
Use It Container,1995,Constantin Boym,1955,1955
Use It Container,1995,Laurene Leon Boym,1964,1964
Clothes Hooks,1971,Olaf von Bohr,1927,1927
Cafex Percolator,1947,Peter Müller-Munk,1904,1904
Infant's Bottle,1983,Nickie Campbell,1962,1962
Infant's Bottle,1983,William Campbell,1954,1954
Bowl (no. 7448),1946,Gertrud Natzler,1908,1908
Bowl (no. 7448),1946,Otto Natzler,1908,1908
Cups,1985,Vincent de Rijk,1962,1962
Dinnerware set,1948,Hermann Gretsch,1895,1895
Triennale Chair,1956,Poul Kjærholm,1929,1929
Cheese Grater,1994,Alejandro Ruiz,1958,1958
Urbino Dinnerware,1930,Trude Petri-Raben,1906,1906
Urbino Teacup and Saucer,1930,Alice von Pechmann,1906,1906
Folding Newspaper Holder,1981,Johannes Foersom,1943,1943
Folding Newspaper Holder,1981,Peter Hiort-Loerenzen,1947,1947
Resilient Chair,1948,Eva Zeisel,1906,1906
Dish and Bowl,1949,Ronald Hayes Pearson,1924,1924
Racing Wheelchair,1986,Bob Hall,1951,1951
Diagram for Intel386 (TM) Microprocessor Chip,1985,Intel Corporation,1968,1968
Rabbet plane (model no. 93),1900,The Stanley Works,1843,1843
Stacking Cups,1982,Wolf Karnagel,1940,1940
Champion 3000 Adjustable Rigid-Frame Wheelchair,1986,Rainer Küschall,1947,1947
Kitchen Tools with Lamb Wedge-Lock Handles,1953,Thomas Lamb,1898,1898
Mug and Plate,1966,Russell Manoy,1945,1945
Lexicon 82 Electric Typewriter,1972,Antonio Macchi Cassia,1937,1937
Lexicon 82 Electric Typewriter,1972,Gianni Passini,1941,1941
Ya Ya Ho Adjustable Lighting System,1983,Ingo Maurer,1932,1932
Delphic Kitchen Utility Blades,1973,Harry V. Cremonese,1939,1939
Infant's fork and spoon,1986,Michael Wilson,1947,1947
Vernier Depth Gauge (model 600),1934,Brown & Sharpe Mfg. Co.,1833,1833
Cake Pan,1930,West Bend Aluminum Co.,1911,1911
Silco Dinner Knife,1937,International Silver Co.,1808,1808
Salt and Pepper Shakers (Exhibited in the US Pavilion in the 1951 Milan Triennale),1949,Allan Adler,1916,1916
Executive Pocket Calculator,1972,Iain Sinclair,1943,1943
Battista Folding Extension Table,1991,Glen Oliver Löw,1959,1959
Schnapps Cups,1900,Hermann Fauser,1874,1874
Scooter Sunglasses,1955,Mercedes Franchini,1895,1895
Delphos Tea Gown with Belt,1907,Mariano Fortuny Y Madrazo,1871,1871
Delphos Tea Gown with Belt,1907,Henriette Negrin Fortuny,1877,1877
Desk for the Anglo-Österreichische Bank II,1914,Adolph Loos,1870,1870
Radio-Phonograph (model SK 4/10),1956,Hans Gugelot,1920,1920
Cookie Cutter,1942,Hutzler Manufacturing Co.,1938,1938
Pocket Flashlight,1956,Allgemeine Elektricitäts Gesellschaft (A.E.G.),1883,1883
Door Handle (model FSB 1020),1953,Johannes Potente,1908,1908
Self-Aligning Ball Bearing,1907,Sven Wingquist,1876,1876
Covered Stockpots,1936,Adriano Lagostina,1915,1915
Covered Stockpots,1936,Massimo Lagostina,1908,1908
Can Opener,1977,Harvey J. Finison,1916,1916
Proportional Caliper,1949,Alex J. Ettl,1898,1898
Ham Fork,1950,Jernbolaget,1868,1868
Jhoon Rhee Safety Face Mask,1976,Jhoon Rhee,1932,1932
Flush Valve,1934,Scovill Mfg. Co.,1802,1802
Armchair (model 45),1945,Finn Juhl,1912,1912
Wall Clock DK,1980,Paul Schudel,1951,1951
Chess Set,1966,Charles O. Perry,1929,1929
Aspirator,1974,Oskar Kogoj,1942,1942
Lighting Fixtures,1994,Harry Allen,1964,1964
Veneer Saw (model 314),1950,Olof Backman,1899,1899
LIP Wastepaper Baskets,1993,Hans Maier-Aichen,1940,1940
LIP Wastepaper Baskets,1993,Authentics artipresent GmbH,1981,1981
Champagne Glasses,1880,Compagnie des Cristalleries de Baccarat,1765,1765
Spring Calipers,1948,The L.S. Starrett Co.,1880,1880
Bellmac-4 Microelectronic Wafer and Tweezers (for handling),1978,Bell Laboratories,1974,1974
Lamp Shade 1 Lighting Fixture,1991,Sebastian Bergne,1966,1966
Dinner Plates,1954,Friedl Holzer-Kjellberg,1905,1905
Double Teapot,1956,Francesca Lindh,1931,1931
Double Teapot,1956,Richard Lindh,1929,1929
Arctic Series Bathroom Accessories,1994,Santina Bonini,1961,1961
Arctic Series Bathroom Accessories,1994,Ernesto Spicciolato,1957,1957
Table Lamp (model T9),1951,Harry Gitlin,1914,1914
Pitchers,1957,Stig Lindberg,1916,1916
ChromaFusion (R),1988,Claudio Cesar,1955,1955
Abstrakte landschaft (Abstract Landscape),1924,Leni Matthaei,1873,1873
Plates and Bowls,1950,Scott Wilson,1889,1889
Scallops Screen and Casement Fabric,1955,Roy Ginstrom,1921,1921
Sovereign Calculator,1975,John Pemberton,1948,1948
Visitronic Digital Alarm Clock,1979,Ludwig Littmann,1946,1946
Extruded Magnesium Profiles,1987,The Dow Chemical Company,1897,1897
Tan Delta Force Fin Diving Fin,1994,Bob Evans,1950,1950
ClearVision II Hand-Held Magnifier,1994,Gordon Randall Perry,1943,1943
Condiment Bowl,1948,Stephan Rath,1876,1876
AP1 Amplifier and AC1 Pre-Amplifier and Control Unit,1973,Allen John Bootroyd,1943,1943
Modulion 10 Ionizer,1980,Michael Lax,1929,1929
Havana Hanging Lighting Fixture,1993,Joseph Forakis,1962,1962
Munankuori Bowl (model 3303),1947,Gunnel Nyman,1909,1909
Flint Arrowhead Knives,1949,Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy,1952,1952
Iris Champagne and Wine Glasses,1956,A. F. Gangkofner,1921,1921
Composite Fiber-Based Materials,1983,Eric Goetz,1949,1949
Champagne and Wine Glasses,1956,Richard Süssmuth,1900,1900
"Sketch for Engine Intake of Formula 1 Car, #639",1987,John Barnard,1946,1946
Mechanical Pencil and Ball Point Pen Platinum Z Model,1980,Mitsuo Maki,1948,1948
Mechanical Pencil and Ball Point Pen Platinum Z Model,1980,Hosowo Tomohiro,1953,1953
Mechanical Pencil and Ball Point Pen Platinum Z Model,1980,Kikukawa Katsuyoshi,1935,1935
Pillowcase,1925,Claire Wagner Kosterlitz,1903,1903
Stack 5 Drawer System (model 4605),1971,Simon Fussell,1945,1945
3-D Mouse,1991,IDEO,1991,1991
3-D Mouse,1991,Lawrence Lam,1960,1960
3-D Mouse,1991,Paul Bradley,1960,1960
Aarne Glasses,1948,Göran Hongell,1902,1902
Light Scope Microscope (model FF-393E),1979,Matsushita Electric Corp.,1918,1918
Retinamat 210 Slide Projector,1970,Gustav Lepschy,1942,1942
Retinamat 210 Slide Projector,1970,Ernst Lieser,1940,1940
Electric Micro-Shaver,1980,Mitsubishi Electric Corp.,1921,1921
Multilog 2040 Pacemaker,1988,Per Jari,1951,1951
Multilog 2040 Pacemaker,1988,Jan Ohrn,1943,1943
Table Lamp (model 594),1962,Arteluce S.A.,1936,1936
Rubik's Cube,1974,Ernö Rubik,1944,1944
Brigade Firefighter Helmet,1984,Alexander Bally,1938,1938
SPIN TM (Single Piece Innovation) Bicycle Wheel,1989,Kim Jones,1944,1944
SPIN TM (Single Piece Innovation) Bicycle Wheel,1989,Doug Olson,1961,1961
Printed Fabric,1912,Atelier Martine,1911,1911
Slide Viewer (model 135 B),1976,Herbert H. Schultes,1938,1938
Slide Viewer (model 135 B),1976,Norbert Schlagheck,1925,1925
Double Helix Knife,1985,Ward Bennett,1917,1917
Beamo Light Beam Projection Clock,1981,Jerome Simon,1942,1942
Film Card Solar Calculator (model SL-800),1982,Casio Computer Co. Ltd.,1957,1957
Italicus Paper Shears (model 3/Neto),1962,Antonia Campi,1921,1921
Serving Pot,1955,Ibi Trier Mørch,1910,1910
Aerogel Insulating Material,1997,Lawrence Livermore National Laboratory,1952,1952
Flourescent Flashlight (model 10015),1980,Bronislaw Zapolski,1917,1917
Bodyform Side Chair,1980,Peter Danko,1949,1949
On Off Table Lamp,1983,Alberto Meda,1945,1945
On Off Table Lamp,1983,Franco Raggi,1945,1945
On Off Table Lamp,1983,Denis Santachiara,1950,1950
Surf Collection Lumbar Support,1994,Stephen Peart,1958,1958
Stylewriter II Printer,1992,Tim Parsey,1960,1960
Pepe Chair,1992,Christopher Connell,1954,1954
Dinner Knife,1958,Wenger,1893,1893
No-Spill Chopping Board,1988,Mark Sanders,1956,1956
MX5 Miata Automobile Taillights,1983,Mazda Motor Corporation,1920,1920
Soup Spoon,1966,Michio Hanyu,1933,1933
Sugar Bowl,1940,Robert Picault,1919,1919
Bottle Storage Module,1993,Jasper Morrison,1959,1959
Calculator,1983,Paulus van Leeuwen,1955,1955
"""dispenSRpak"" (TM) Packaging (32)",1986,Sanford Redmond,1924,1924
Cream Jars with Covers,1934,Owens-Illinois Glass Co.,1903,1903
Trimline Telephone,1962,Henry Dreyfuss,1904,1904
Trimline Telephone,1962,Donald Genaro,1932,1932
Kinderlink children's stools,1986,Bashir Zivari,1961,1961
In-line Skate Boot Inner Shell,1994,Scott Riegleman,1957,1957
"""Bap"" Motorcyclist's Back Protector",1992,Marc Sadler,1946,1946
Trays,1928,Walter Von Nessen,1889,1889
40/4 Stacking Chair,1964,David Rowland,1924,1924
Folding Music Stand,1971,John Scofield,1950,1950
UltraSoft(R) Blue Gel Comfort Pads,1994,Wayman R. Spence,1934,1934
Tra Bookends,1991,Giorgio Gurioli,1957,1957
Tra Bookends,1991,Francesco Scansetti,1955,1955
Animal Wet Suit,1988,Bradford Bissell,1957,1957
Magnalite Tea Kettle,1936,John G. Rideout,1898,1898
"Container, Tumbler, Cocktail Pitcher",1954,Umberto Nason,1889,1889
Container,1954,Saara Hopea,1925,1925
Solar Bronze Riser Vase,1978,Thomas Patti,1943,1943
Musée de l'Affiche 18 Rue de Paradis Paris X,1978,Jean-Michel Folon,1934,1934
Timeframe Calender (model 3.5),1978,James A. Sebastian,1942,1942
Kodiak Special Bow,1960,Bill Stewart,1920,1920
Floor Lamp (model 1063),1954,Gino Sarfatti,1912,1912
Safety Helmet (model 500-TX),1957,Roy Richter,1914,1914
Safety Helmet (model 500-TX),1957,Frank Heacox,1923,1923
Ceiling Lamp (model 5539),1940,Kurt Versen,1901,1901
Helmet Shield (model 235-3),1956,Thomas V. Paulson,1925,1925
Ice Axe,1900,Fratelli Grivel (now Grivel S.r.l.),1818,1818
Jai alai cesta,1962,José Echavé,1907,1907
Woven Wall Hanging,1923,Benita Koch-Otte,1892,1892
Sailing Knife and Marlinespike (model 468),1960,Charles Currey,1890,1890
Skis,1947,Howard Head,1914,1914
Expert Model Surfboard,1958,Hobie Alter,1933,1933
Cricket Bat (model 9000),1962,Slazengers Ltd.,1881,1881
Man's Bracelet Watch,1969,Torun Bülow-Hübe,1929,1929
Loto Floor Lamp,1997,Guglielmo Berchicci,1957,1957
Tape Block,1982,Torben Holmback,1933,1933
Oval Steel Cheese Knife,1973,Mikael Björnstjerna,1945,1945
Cone Chair,1997,Fernando Campana,1961,1961
Cone Chair,1997,Humberto Campana,1953,1953
Kick Table,1983,Toshiyuki Kita,1942,1942
Men's Wristwatch,1977,Henning Koppel,1918,1918
Folding Service Cart,1983,Louis L. Lepoix,1918,1918
LEGO building bricks,1954,Godtfred Kirk Christiansen,1920,1920
Electric Guitar,1975,Allan Gittler (Avraham Bar Rashi),1928,1928
MR Chaise Longue (model 104),1931,Lilly Reich,1885,1885
Corona Floor Lamp,1981,V. Lorenzo Porcelli,1933,1933
Corona Floor Lamp,1981,Carmen Basile,1947,1947
Folding Stereo Headphones,1982,Porsche Design Group,1948,1948
Lounge Chair and Ottoman (Exhibited in the US Pavilion in the 1951 Milan Triennale),1946,Hendrik Van Keppel,1914,1914
Lounge Chair and Ottoman (Exhibited in the US Pavilion in the 1951 Milan Triennale),1946,Taylor Green,1914,1914
Watch (GB100),1983,Swatch AG,1983,1983
Christmas Ornament,1936,Aleksandr Rodchenko,1891,1891
Ribbon Chair,1975,Niels Sylvester Bendtsen,1943,1943
Cucciolo Toilet Brush Holder,1976,Makio Hasuike,1938,1938
Crack Lamp,1968,Giampiero Bassi,1926,1926
Crack Lamp,1968,Giovanni Bassi,1926,1926
Coffee Service,1904,Paul Haustein,1880,1880
Jewel Box,1900,Archibald Knox,1864,1864
"Kant-Twist 10"" Clamp",1955,The Custanite Corp.,1952,1952
Anfibio Convertible Couch,1971,Alessandro Becchi,1946,1946
Ottawa Storage Cube,1975,Paul Mayen,1918,1918
Chair (model 248),1963,Clement Meadmore,1929,1929
Nesso Table Lamp,1965,Gruppo Architetti Urbanisti Città Nuova,1961,1961
Nesso Table Lamp,1965,Giancarlo Mattioli,1933,1933
Wall Coat Rack,1974,Jonathan De Pas,1932,1932
Wall Coat Rack,1974,Donato D'Urbino,1935,1935
Wall Coat Rack,1974,Paolo Lomazzi,1936,1936
Wristwatch Face,1947,Nathan George Horwitt,1898,1898
Near East Wall Hanging,1964,Mary Walker Phillips,1923,1923
Solar Lounge Chair,1967,Carlo Bartoli,1931,1931
Paperweight,1955,Robert Dumas-Hermes,1917,1917
Desk Mounts,1899,August Endell,1871,1871
Turntable,1964,David Gammon,1933,1933
Carousel-S Slide Projector,1963,Reinhold Häcker,1903,1903
Ateljee Armchair,1963,Yrjö Kukkapuro,1933,1933
Computer Tape Package Series 500,1968,John Stram,1939,1939
Computer Tape Package Series 500,1968,Jack Stringer,1927,1927
Computer Tape Package Series 500,1968,Carl Norby,1935,1935
Vertebra Operational Chair,1975,Giancarlo Piretti,1940,1940
Djinn Chaise Longue,1964,Olivier Mourgue,1939,1939
Glasses (model 20/200),1966,Hans Theo Baumann,1924,1924
Table with Wheels (model 2652),1980,Gae Aulenti,1930,1930
Disposable Flashlight,1967,Jay Monroe,1926,1926
Container for Liquids,1958,Roberto Menghi,1920,1920
"""Fuga"" Bowl",1960,Sven Palmqvist,1906,1906
Attack-Survival Knife (model 18),1963,W. D. Randall,1908,1908
Floor Lamp (model 1008),1966,Vittorio Gregotti,1927,1927
Floor Lamp (model 1008),1966,Lodovico Meneghetti,1926,1926
Floor Lamp (model 1008),1966,Giotto Stoppino,1926,1926
Vase Form,1984,Paul Chaleff,1947,1947
Adjustable Keyboard,1993,Raymond Riley,1958,1958
Adjustable Keyboard,1993,David Shen,1958,1958
Adjustable Keyboard,1993,Apple,1976,1976
Slicing Knife,1939,W.R. Case & Sons Cutlery Co.,1889,1889
Multi Halogen Flashlight,1983,Udo M. Geissler,1932,1932
Mouse Computer Pointing Device,1992,Steven T. Kaneko,1962,1962
Liqueur Glass,1900,Karl Koepping,1848,1848
Toot-A-Loop Radio (model R-72),1972,Panasonic,1918,1918
Ribbonaire Fan,1935,Wilfred O. Langille,1895,1895
Ribbonaire Fan,1935,Frederik Ljungström,1875,1875
Jar,1960,Popovi Da,1931,1931
Saucer,1923,Nikolai Suetin,1897,1897
Magnifier,1971,Robert Michel,1897,1897
Compass Portable Computer,1981,Bill Moggridge,1943,1943
Compass Portable Computer,1981,Stephen Hobson,1942,1942
Compass Portable Computer,1981,Glenn Edens,1952,1952
Diagram of Computer Chip #32016,1980,National Semiconductor Corporation,1959,1959
Inclinat Level (model 682),1980,Wilfred Pezold,1934,1934
Dedalo Umbrella Stand,1966,Emma Gismondi Schweinberger,1934,1934
Ghiro Convertible Mattress-Lounge Chair,1967,Umberto Catalano,1944,1944
Cisitalia 202 GT Car,1946,"Pininfarina (Battista ""Pinin"" Farina)",1893,1893
Fiocco Armchair,1970,Gianfranco Facchetti,1939,1939
Fiocco Armchair,1970,Umberto Orsoni,1940,1940
Fiocco Armchair,1970,Gianni Pareschi,1940,1940
Fiocco Armchair,1970,Giuseppe Pensotti,1939,1939
Fiocco Armchair,1970,Roberto Ubaldi,1940,1940
A-1 Component Wall Storage System,1970,Luigi Massoni,1929,1929
Microscope,1971,Dr. John McArthur,1901,1901
Dish (model S621),1971,Eleanore Peduzzi-Riva,1936,1936
20/20 Compactible Pocket Camera,1975,Paul D. Miller,1943,1943
Compact Super 8 Silent Movie Camera (model 102A),1975,Dale R. Caldwell,1929,1929
Dictaphone (model 10),1970,William Lansing Plumb and Associates,1963,1963
Ice-Bucket (model 123),1971,Studio Opi,1955,1955
Soft Lamps Hanging Lamp,1995,Arian Brekveld,1968,1968
Cheese Plate and Cover,1963,Yki Nummi,1925,1925
85 Lamps Lighting Fixture,1992,Rody Graumans,1968,1968
Elilav Washbowl,1963,Douglas Scott,1913,1913
Paper Bags Waste Baskets,1993,Jos van der Meulen,1958,1958
Spaghetti Side Chair,1960,Giandomenico Belotti,1922,1922
Fishing Reel,1990,Ari 't Hart,1936,1936
Coffee and Tea Box for the Dutch company Van Nelle,1928,Jacob Jongert,1883,1883
Wander Stacking Stools Model TC,1990,Ruud Jan Kokke,1956,1956
3-Dimensional Cams,1991,Mallory Industries,1956,1956
Color Television,1980,Centrokappa Design and Communication,1972,1972
Star Motorcycle Helmet,1981,Dean L. Fisher,1923,1923
Wall Hanging: Light Bubble,1975,Nancy Guay Giesberger,1945,1945
Time Square Clock,1982,James Hamilton,1928,1928
Grip Assistant,1982,Göran Åslin,1940,1940
Speed Skiing Helmet,1985,Alan Randall Best,1958,1958
